Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Age Category,,descriptive statistics,,,,,Charts,,,,,,,
825,8/26/2023,CUST825,Female,46,Beauty,1,25,25,August,46-55,,,,,,,,,,,,,,
826,10/19/2023,CUST826,Female,46,Clothing,1,300,300,October,46-55,,,,,,,,,,,,,,
827,11/9/2023,CUST827,Male,61,Beauty,3,300,900,November,56+,,,,,,,,,,,,,,
828,12/9/2023,CUST828,Female,33,Electronics,4,300,1200,December,26-35,,,,,,,,,,,,,,
829,7/14/2023,CUST829,Male,61,Beauty,3,30,90,July,56+,,,,,,,,,,,,,,
830,6/22/2023,CUST830,Female,64,Clothing,3,50,150,June,56+,,,,,,,,,,,,,,
831,1/15/2023,CUST831,Male,27,Electronics,4,25,100,January,26-35,,,,,,,,,,,,,,
832,9/11/2023,CUST832,Male,47,Beauty,4,500,2000,September,46-55,,,,,,,,,,,,,,
833,6/16/2023,CUST833,Male,42,Beauty,4,50,200,June,36-45,,,,,,,,,,,,,,
834,4/4/2023,CUST834,Female,56,Beauty,2,30,60,April,56+,,,,,,,,,,,,,,
835,9/7/2023,CUST835,Male,37,Clothing,4,50,200,September,36-45,,,,,,,,,,,,,,
836,4/19/2023,CUST836,Female,22,Clothing,1,50,50,April,18-25,,,,,,,,,,,,,,
837,7/1/2023,CUST837,Male,18,Beauty,3,30,90,July,18-25,,,,,,,,,,,,,,
838,5/13/2023,CUST838,Male,47,Electronics,2,300,600,May,46-55,,,,,,,,,,,,,,
839,6/24/2023,CUST839,Female,20,Electronics,4,300,1200,June,18-25,,,,,,,,,,,,,,
840,5/24/2023,CUST840,Male,62,Clothing,2,25,50,May,56+,,,,,,,,,,,,,,
841,11/2/2023,CUST841,Male,31,Electronics,4,25,100,November,26-35,,,,,,,,,,,,,,
842,12/26/2023,CUST842,Female,47,Clothing,2,300,600,December,46-55,,,,,,,,,,,,,,
843,5/22/2023,CUST843,Male,21,Beauty,3,500,1500,May,18-25,,,,,,,,,,,,,,
844,10/12/2023,CUST844,Male,35,Clothing,3,50,150,October,26-35,,,,,,,,,,,,,,
845,1/6/2023,CUST845,Male,54,Clothing,1,500,500,January,46-55,,,,,,,,,,,,,,
846,9/22/2023,CUST846,Male,42,Beauty,1,50,50,September,36-45,,,,,,,,,,,,,,
847,4/8/2023,CUST847,Female,18,Electronics,4,300,1200,April,18-25,,,,,,,,,,,,,,
848,2/13/2023,CUST848,Female,63,Clothing,3,25,75,February,56+,,,,,,,,,,,,,,
849,5/4/2023,CUST849,Male,32,Clothing,2,25,50,May,26-35,,,,,,,,,,,,,,
850,7/28/2023,CUST850,Female,26,Beauty,2,500,1000,July,26-35,,,,,,,,,,,,,,
851,9/8/2023,CUST851,Male,32,Electronics,2,25,50,September,26-35,,,,,,,,,,,,,,
852,10/12/2023,CUST852,Female,41,Clothing,1,300,300,October,36-45,,,,,,,,,,,,,,
853,5/4/2023,CUST853,Male,21,Beauty,2,500,1000,May,18-25,,,,,,,,,,,,,,
854,12/20/2023,CUST854,Male,29,Clothing,1,50,50,December,26-35,,,,,,,,,,,,,,
855,9/1/2023,CUST855,Male,54,Beauty,1,25,25,September,46-55,,,,,,,,,,,,,,
856,11/27/2023,CUST856,Male,54,Electronics,4,30,120,November,46-55,,,,,,,,,,,,,,
857,12/31/2023,CUST857,Male,60,Electronics,2,25,50,December,56+,,,,,,,,,,,,,,
858,9/9/2023,CUST858,Male,23,Electronics,2,50,100,September,18-25,,,,,,,,,,,,,,
859,8/18/2023,CUST859,Female,56,Electronics,3,500,1500,August,56+,,,,,,,,,,,,,,
860,1/9/2023,CUST860,Male,63,Clothing,4,50,200,January,56+,,,,,,,,,,,,,,
861,2/17/2023,CUST861,Female,41,Clothing,3,30,90,February,36-45,,,,,,,,,,,,,,
862,5/31/2023,CUST862,Male,28,Electronics,4,300,1200,May,26-35,,,,,,,,,,,,,,
863,4/24/2023,CUST863,Female,30,Electronics,2,25,50,April,26-35,,,,,,,,,,,,,,
864,7/27/2023,CUST864,Female,51,Electronics,1,500,500,July,46-55,,,,,,,,,,,,,,
865,12/21/2023,CUST865,Female,42,Clothing,1,300,300,December,36-45,,,,,,,,,,,,,,
866,5/5/2023,CUST866,Male,24,Electronics,1,50,50,May,18-25,,,,,,,,,,,,,,
867,6/6/2023,CUST867,Male,21,Electronics,1,500,500,June,18-25,,,,,,,,,,,,,,
868,12/6/2023,CUST868,Female,25,Electronics,1,300,300,December,18-25,,,,,,,,,,,,,,
869,10/25/2023,CUST869,Male,37,Beauty,3,500,1500,October,36-45,,,,,,,,,,,,,,
870,7/8/2023,CUST870,Female,46,Electronics,4,30,120,July,46-55,,,,,,,,,,,,,,
871,8/31/2023,CUST871,Male,62,Beauty,2,30,60,August,56+,,,,,,,,,,,,,,
872,10/11/2023,CUST872,Female,63,Beauty,3,25,75,October,56+,,,,,,,,,,,,,,
873,9/29/2023,CUST873,Female,27,Electronics,4,25,100,September,26-35,,,,,,,,,,,,,,
874,6/26/2023,CUST874,Male,60,Beauty,1,30,30,June,56+,,,,,,,,,,,,,,
875,8/6/2023,CUST875,Female,51,Electronics,4,500,2000,August,46-55,,,,,,,,,,,,,,
876,10/9/2023,CUST876,Male,43,Clothing,4,30,120,October,36-45,,,,,,,,,,,,,,
877,6/19/2023,CUST877,Female,58,Clothing,1,25,25,June,56+,,,,,,,,,,,,,,
878,6/30/2023,CUST878,Female,20,Clothing,1,30,30,June,18-25,,,,,,,,,,,,,,
879,12/26/2023,CUST879,Male,23,Clothing,1,30,30,December,18-25,,,,,,,,,,,,,,
880,8/21/2023,CUST880,Male,22,Beauty,2,500,1000,August,18-25,,,,,,,,,,,,,,
881,5/19/2023,CUST881,Male,22,Electronics,1,300,300,May,18-25,,,,,,,,,,,,,,
882,6/6/2023,CUST882,Female,64,Electronics,2,25,50,June,56+,,,,,,,,,,,,,,
883,5/9/2023,CUST883,Male,40,Electronics,1,500,500,May,36-45,,,,,,,,,,,,,,
884,4/29/2023,CUST884,Female,26,Clothing,2,30,60,April,26-35,,,,,,,,,,,,,,
885,3/3/2023,CUST885,Female,52,Clothing,4,30,120,March,46-55,,,,,,,,,,,,,,
886,4/9/2023,CUST886,Male,37,Electronics,3,300,900,April,36-45,,,,,,,,,,,,,,
887,6/11/2023,CUST887,Male,59,Clothing,4,25,100,June,56+,,,,,,,,,,,,,,
888,3/3/2023,CUST888,Female,52,Electronics,4,25,100,March,46-55,,,,,,,,,,,,,,
889,10/2/2023,CUST889,Female,35,Electronics,1,50,50,October,26-35,,,,,,,,,,,,,,
890,12/20/2023,CUST890,Male,34,Electronics,2,25,50,December,26-35,,,,,,,,,,,,,,
891,4/5/2023,CUST891,Male,41,Electronics,3,300,900,April,36-45,,,,,,,,,,,,,,
892,4/9/2023,CUST892,Male,20,Electronics,1,50,50,April,18-25,,,,,,,,,,,,,,
893,4/21/2023,CUST893,Male,49,Electronics,1,50,50,April,46-55,,,,,,,,,,,,,,
894,9/5/2023,CUST894,Male,52,Electronics,1,30,30,September,46-55,,,,,,,,,,,,,,
895,5/22/2023,CUST895,Female,55,Clothing,4,30,120,May,46-55,,,,,,,,,,,,,,
896,10/29/2023,CUST896,Female,30,Electronics,2,25,50,October,26-35,,,,,,,,,,,,,,
897,9/26/2023,CUST897,Female,64,Electronics,2,50,100,September,56+,,,,,,,,,,,,,,
898,11/2/2023,CUST898,Female,42,Clothing,3,30,90,November,36-45,,,,,,,,,,,,,,
899,5/25/2023,CUST899,Male,26,Clothing,2,300,600,May,26-35,,,,,,,,,,,,,,
900,2/21/2023,CUST900,Male,21,Clothing,2,30,60,February,18-25,,,,,,,,,,,,,,
901,4/10/2023,CUST901,Male,31,Electronics,1,30,30,April,26-35,,,,,,,,,,,,,,
902,6/1/2023,CUST902,Female,54,Beauty,1,50,50,June,46-55,,,,,,,,,,,,,,
903,4/27/2023,CUST903,Female,51,Beauty,4,50,200,April,46-55,,,,,,,,,,,,,,
904,7/4/2023,CUST904,Male,28,Clothing,1,500,500,July,26-35,,,,,,,,,,,,,,
905,4/2/2023,CUST905,Male,58,Beauty,1,300,300,April,56+,,,,,,,,,,,,,,
906,6/4/2023,CUST906,Female,20,Clothing,1,50,50,June,18-25,,,,,,,,,,,,,,
907,1/8/2023,CUST907,Female,45,Electronics,1,25,25,January,36-45,,,,,,,,,,,,,,
908,12/29/2023,CUST908,Male,46,Beauty,4,300,1200,December,46-55,,,,,,,,,,,,,,
909,10/1/2023,CUST909,Male,26,Electronics,1,300,300,October,26-35,,,,,,,,,,,,,,
910,3/6/2023,CUST910,Female,20,Beauty,3,50,150,March,18-25,,,,,,,,,,,,,,
911,5/21/2023,CUST911,Male,42,Electronics,3,300,900,May,36-45,,,,,,,,,,,,,,
912,1/24/2023,CUST912,Male,51,Beauty,3,50,150,January,46-55,,,,,,,,,,,,,,
913,1/28/2023,CUST913,Male,29,Electronics,3,30,90,January,26-35,,,,,,,,,,,,,,
914,10/11/2023,CUST914,Female,59,Electronics,1,500,500,October,56+,,,,,,,,,,,,,,
915,5/30/2023,CUST915,Female,26,Beauty,3,30,90,May,26-35,,,,,,,,,,,,,,
916,12/24/2023,CUST916,Female,32,Electronics,1,50,50,December,26-35,,,,,,,,,,,,,,
917,3/6/2023,CUST917,Female,57,Electronics,4,50,200,March,56+,,,,,,,,,,,,,,
918,11/23/2023,CUST918,Female,42,Electronics,3,30,90,November,36-45,,,,,,,,,,,,,,
919,9/9/2023,CUST919,Female,22,Beauty,2,25,50,September,18-25,,,,,,,,,,,,,,
920,2/22/2023,CUST920,Female,28,Beauty,3,25,75,February,26-35,,,,,,,,,,,,,,
921,1/7/2023,CUST921,Male,51,Electronics,3,25,75,January,46-55,,,,,,,,,,,,,,
922,10/21/2023,CUST922,Male,41,Electronics,1,50,50,October,36-45,,,,,,,,,,,,,,
923,5/26/2023,CUST923,Male,32,Beauty,3,300,900,May,26-35,,,,,,,,,,,,,,
924,8/29/2023,CUST924,Male,55,Beauty,2,50,100,August,46-55,,,,,,,,,,,,,,
925,9/3/2023,CUST925,Male,25,Electronics,1,300,300,September,18-25,,,,,,,,,,,,,,
926,8/14/2023,CUST926,Male,22,Electronics,1,30,30,August,18-25,,,,,,,,,,,,,,
927,6/24/2023,CUST927,Male,43,Electronics,4,500,2000,June,36-45,,,,,,,,,,,,,,
928,4/5/2023,CUST928,Female,35,Clothing,4,300,1200,April,26-35,,,,,,,,,,,,,,
929,1/27/2023,CUST929,Female,23,Beauty,3,25,75,January,18-25,,,,,,,,,,,,,,
930,5/10/2023,CUST930,Male,54,Clothing,4,50,200,May,46-55,,,,,,,,,,,,,,
931,9/2/2023,CUST931,Male,30,Beauty,4,30,120,September,26-35,,,,,,,,,,,,,,
932,2/28/2023,CUST932,Female,45,Beauty,4,25,100,February,36-45,,,,,,,,,,,,,,
933,2/3/2023,CUST933,Male,22,Beauty,1,30,30,February,18-25,,,,,,,,,,,,,,
934,7/25/2023,CUST934,Male,30,Beauty,1,500,500,July,26-35,,,,,,,,,,,,,,
935,9/9/2023,CUST935,Female,34,Beauty,1,50,50,September,26-35,,,,,,,,,,,,,,
936,2/7/2023,CUST936,Male,57,Beauty,4,50,200,February,56+,,,,,,,,,,,,,,
937,10/23/2023,CUST937,Female,62,Beauty,1,500,500,October,56+,,,,,,,,,,,,,,
938,11/19/2023,CUST938,Male,49,Clothing,4,50,200,November,46-55,,,,,,,,,,,,,,
939,12/18/2023,CUST939,Female,46,Electronics,1,300,300,December,46-55,,,,,,,,,,,,,,
940,1/28/2023,CUST940,Female,20,Electronics,1,30,30,January,18-25,,,,,,,,,,,,,,
941,3/19/2023,CUST941,Female,57,Clothing,2,25,50,March,56+,,,,,,,,,,,,,,
942,3/18/2023,CUST942,Male,51,Clothing,3,500,1500,March,46-55,,,,,,,,,,,,,,
943,10/16/2023,CUST943,Female,57,Clothing,4,300,1200,October,56+,,,,,,,,,,,,,,
944,6/5/2023,CUST944,Male,44,Clothing,2,25,50,June,36-45,,,,,,,,,,,,,,
945,2/13/2023,CUST945,Male,30,Beauty,1,25,25,February,26-35,,,,,,,,,,,,,,
946,5/8/2023,CUST946,Male,62,Electronics,4,500,2000,May,56+,,,,,,,,,,,,,,
947,3/2/2023,CUST947,Male,50,Beauty,1,300,300,March,46-55,,,,,,,,,,,,,,
948,10/13/2023,CUST948,Female,23,Electronics,3,25,75,October,18-25,,,,,,,,,,,,,,
949,8/2/2023,CUST949,Female,41,Electronics,2,25,50,August,36-45,,,,,,,,,,,,,,
950,11/7/2023,CUST950,Male,36,Clothing,3,300,900,November,36-45,,,,,,,,,,,,,,
951,11/2/2023,CUST951,Male,33,Beauty,2,50,100,November,26-35,,,,,,,,,,,,,,
952,11/13/2023,CUST952,Female,57,Clothing,1,25,25,November,56+,,,,,,,,,,,,,,
953,4/26/2023,CUST953,Male,45,Beauty,3,30,90,April,36-45,,,,,,,,,,,,,,
954,9/25/2023,CUST954,Female,50,Electronics,3,300,900,September,46-55,,,,,,,,,,,,,,
955,7/14/2023,CUST955,Male,58,Clothing,1,25,25,July,56+,,,,,,,,,,,,,,
956,8/19/2023,CUST956,Male,30,Clothing,3,500,1500,August,26-35,,,,,,,,,,,,,,
957,8/15/2023,CUST957,Female,60,Electronics,4,30,120,August,56+,,,,,,,,,,,,,,
958,6/2/2023,CUST958,Male,62,Electronics,2,25,50,June,56+,,,,,,,,,,,,,,
959,10/29/2023,CUST959,Female,42,Electronics,2,30,60,October,36-45,,,,,,,,,,,,,,
960,8/8/2023,CUST960,Male,59,Clothing,2,30,60,August,56+,,,,,,,,,,,,,,
961,6/6/2023,CUST961,Male,53,Beauty,4,50,200,June,46-55,,,,,,,,,,,,,,
962,10/19/2023,CUST962,Male,44,Clothing,2,30,60,October,36-45,,,,,,,,,,,,,,
963,11/14/2023,CUST963,Female,55,Beauty,1,50,50,November,46-55,,,,,,,,,,,,,,
964,1/31/2023,CUST964,Male,24,Clothing,3,300,900,January,18-25,,,,,,,,,,,,,,
965,11/9/2023,CUST965,Male,22,Clothing,4,50,200,November,18-25,,,,,,,,,,,,,,
966,2/20/2023,CUST966,Male,60,Electronics,2,500,1000,February,56+,,,,,,,,,,,,,,
967,4/17/2023,CUST967,Male,62,Beauty,1,25,25,April,56+,,,,,,,,,,,,,,
968,11/17/2023,CUST968,Female,48,Clothing,3,300,900,November,46-55,,,,,,,,,,,,,,
969,4/19/2023,CUST969,Female,40,Clothing,3,300,900,April,36-45,,,,,,,,,,,,,,
970,5/16/2023,CUST970,Male,59,Electronics,4,500,2000,May,56+,,,,,,,,,,,,,,
971,12/5/2023,CUST971,Female,27,Electronics,4,50,200,December,26-35,,,,,,,,,,,,,,
972,2/11/2023,CUST972,Male,49,Beauty,4,25,100,February,46-55,,,,,,,,,,,,,,
973,3/22/2023,CUST973,Male,60,Clothing,1,50,50,March,56+,,,,,,,,,,,,,,
974,5/3/2023,CUST974,Male,47,Beauty,1,30,30,May,46-55,,,,,,,,,,,,,,
975,3/30/2023,CUST975,Female,56,Clothing,4,50,200,March,56+,,,,,,,,,,,,,,
976,10/10/2023,CUST976,Female,48,Beauty,2,300,600,October,46-55,,,,,,,,,,,,,,
977,2/8/2023,CUST977,Female,35,Electronics,3,25,75,February,26-35,,,,,,,,,,,,,,
978,3/22/2023,CUST978,Female,53,Clothing,3,50,150,March,46-55,,,,,,,,,,,,,,
979,1/2/2023,CUST979,Female,19,Beauty,1,25,25,January,18-25,,,,,,,,,,,,,,
980,7/29/2023,CUST980,Female,31,Electronics,3,25,75,July,26-35,,,,,,,,,,,,,,
981,8/19/2023,CUST981,Female,30,Electronics,2,30,60,August,26-35,,,,,,,,,,,,,,
982,12/19/2023,CUST982,Female,46,Beauty,3,30,90,December,46-55,,,,,,,,,,,,,,
983,11/1/2023,CUST983,Female,29,Clothing,1,300,300,November,26-35,,,,,,,,,,,,,,
984,8/29/2023,CUST984,Male,56,Clothing,1,500,500,August,56+,,,,,,,,,,,,,,
985,5/30/2023,CUST985,Female,19,Electronics,2,25,50,May,18-25,,,,,,,,,,,,,,
986,1/17/2023,CUST986,Female,49,Clothing,2,500,1000,January,46-55,,,,,,,,,,,,,,
987,4/29/2023,CUST987,Female,30,Clothing,3,300,900,April,26-35,,,,,,,,,,,,,,
988,5/28/2023,CUST988,Female,63,Clothing,3,25,75,May,56+,,,,,,,,,,,,,,
989,12/28/2023,CUST989,Female,44,Electronics,1,25,25,December,36-45,,,,,,,,,,,,,,
990,5/25/2023,CUST990,Female,58,Beauty,2,500,1000,May,56+,,,,,,,,,,,,,,
991,12/26/2023,CUST991,Female,34,Clothing,2,50,100,December,26-35,,,,,,,,,,,,,,
992,8/21/2023,CUST992,Female,57,Electronics,2,30,60,August,56+,,,,,,,,,,,,,,
993,2/6/2023,CUST993,Female,48,Electronics,3,50,150,February,46-55,,,,,,,,,,,,,,
994,12/18/2023,CUST994,Female,51,Beauty,2,500,1000,December,46-55,,,,,,,,,,,,,,
995,4/30/2023,CUST995,Female,41,Clothing,1,30,30,April,36-45,,,,,,,,,,,,,,
996,5/16/2023,CUST996,Male,62,Clothing,1,50,50,May,56+,,,,,,,,,,,,,,
997,11/17/2023,CUST997,Male,52,Beauty,3,30,90,November,46-55,,,,,,,,,,,,,,
998,10/29/2023,CUST998,Female,23,Beauty,4,25,100,October,18-25,,,,,,,,,,,,,,
999,12/5/2023,CUST999,Female,36,Electronics,3,50,150,December,36-45,,,,,,,,,,,,,,
1000,4/12/2023,CUST1000,Male,47,Electronics,4,30,120,April,46-55,,,,,,,,,,,,,,
